SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
23,NEM,XEM,24-04-2018 23:59,0.000149505,0.000131777,0.000137111,0.000149505,3058.469971,1345545
24,NEM,XEM,25-04-2018 23:59,0.0001496,0.000137111,0.000149483,0.000140417,2480.389893,1263753
25,NEM,XEM,26-04-2018 23:59,0.000140761,0.000127471,0.000140429,0.000134005,2073.560059,1206045
26,NEM,XEM,27-04-2018 23:59,0.000167902,0.000133588,0.000133971,0.000162762,6659.640137,1464858
27,NEM,XEM,28-04-2018 23:59,0.000162865,0.000145881,0.00016028,0.000148795,3357.98999,1339155
28,NEM,XEM,29-04-2018 23:59,0.000151744,0.000142109,0.000148621,0.000147204,2013.319946,1324836
29,NEM,XEM,30-04-2018 23:59,0.000159928,0.000146643,0.000147003,0.000157136,958.7960205,1414224
30,NEM,XEM,01-05-2018 23:59,0.000158487,0.000152819,0.000156999,0.000155563,692.3660278,1400067
31,NEM,XEM,02-05-2018 23:59,0.00015805,0.000145951,0.000153451,0.000155102,1542.920044,1395918
32,NEM,XEM,03-05-2018 23:59,0.00015788,0.000142179,0.000155069,0.000148968,4417.160156,1340712
33,NEM,XEM,04-05-2018 23:59,0.000157269,0.000141605,0.000148966,0.000150754,2595.370117,1356786
34,NEM,XEM,05-05-2018 23:59,0.000152869,0.00013697,0.000150649,0.000141045,3974.439941,1269405
35,NEM,XEM,06-05-2018 23:59,0.000146115,0.000139473,0.000141121,0.000142513,1124.709961,1282617
36,NEM,XEM,07-05-2018 23:59,0.000159796,0.000141686,0.000142441,0.000156463,2475.300049,1408167
37,NEM,XEM,08-05-2018 23:59,0.000160184,0.000147158,0.000156377,0.000155255,1043.180054,1397295
38,NEM,XEM,09-05-2018 23:59,0.000155334,0.000149596,0.000155195,0.000149986,623.4310303,1349874
39,NEM,XEM,10-05-2018 23:59,0.000158641,0.000146045,0.000149922,0.000151405,1774.119995,1362645
40,NEM,XEM,11-05-2018 23:59,0.000154981,0.000140134,0.000151407,0.000154981,3366.699951,1394829
41,NEM,XEM,12-05-2018 23:59,0.000165711,0.000146566,0.000154973,0.000164693,4764.879883,1482237
42,NEM,XEM,13-05-2018 23:59,0.000173668,0.000158144,0.000164888,0.000158729,4187.470215,1428561
43,NEM,XEM,14-05-2018 23:59,0.000169136,0.000155031,0.00015862,0.000159979,1647.410034,1439811
44,NEM,XEM,15-05-2018 23:59,0.000164979,0.000154327,0.000159992,0.000163803,1260.359985,1474227
45,NEM,XEM,16-05-2018 23:59,0.000178051,0.000155039,0.000163882,0.000155551,4958.02002,1399959
46,NEM,XEM,17-05-2018 23:59,0.000161647,0.000154689,0.000155467,0.000159672,1048.949951,1437048
47,NEM,XEM,18-05-2018 23:59,0.000178048,0.000159182,0.00015973,0.000168765,12652.90039,1518885
48,NEM,XEM,19-05-2018 23:59,0.000181445,0.000164206,0.00016598,0.000170527,9162.780273,1534743
49,NEM,XEM,20-05-2018 23:59,0.000178901,0.000167444,0.000170758,0.000171753,8927.910156,1545777
50,NEM,XEM,21-05-2018 23:59,0.000185226,0.000170082,0.000171751,0.000172217,7585.990234,1549953
51,NEM,XEM,22-05-2018 23:59,0.000183438,0.0001676,0.0001722,0.000177488,4135.549805,1597392
52,NEM,XEM,23-05-2018 23:59,0.000186925,0.000174903,0.000177442,0.00017705,4559.669922,1593450
53,NEM,XEM,24-05-2018 23:59,0.000182924,0.000173033,0.000177127,0.000182073,5675.350098,1638657
54,NEM,XEM,25-05-2018 23:59,0.000187571,0.000177738,0.000182054,0.000177738,6871.359863,1599642
55,NEM,XEM,26-05-2018 23:59,0.00019129,0.000177593,0.000177747,0.000182889,3845.360107,1646001
56,NEM,XEM,27-05-2018 23:59,0.00020992,0.000182782,0.000182852,0.000197471,8659.320313,1777239
57,NEM,XEM,28-05-2018 23:59,0.000200879,0.000188198,0.000194793,0.000195917,7217.149902,1763253
58,NEM,XEM,29-05-2018 23:59,0.000197977,0.000183046,0.000195796,0.000183393,7998.859863,1650537
59,NEM,XEM,30-05-2018 23:59,0.000192248,0.000182829,0.00018339,0.000185411,7227.629883,1668699
60,NEM,XEM,31-05-2018 23:59,0.000185332,0.00017055,0.000185244,0.000176696,4683.810059,1590264
61,NEM,XEM,01-06-2018 23:59,0.000180496,0.000165869,0.000176729,0.000170115,3524.620117,1531035
62,NEM,XEM,02-06-2018 23:59,0.000184537,0.000167698,0.000170091,0.000178312,5642.069824,1604808
63,NEM,XEM,03-06-2018 23:59,0.000180128,0.000175001,0.000178259,0.000177242,1819.839966,1595178
64,NEM,XEM,04-06-2018 23:59,0.000179316,0.000171355,0.000177242,0.000171942,2220.02002,1547478
65,NEM,XEM,05-06-2018 23:59,0.000180922,0.000168107,0.000171808,0.000179005,4104.640137,1611045
66,NEM,XEM,06-06-2018 23:59,0.000179157,0.000164889,0.000179048,0.000169911,3363.570068,1529199
67,NEM,XEM,07-06-2018 23:59,0.000176392,0.000163387,0.000169894,0.000167707,3359.77002,1509363
68,NEM,XEM,08-06-2018 23:59,0.000171844,0.000166828,0.000167784,0.000171479,3109.699951,1543311
69,NEM,XEM,09-06-2018 23:59,0.000172735,0.000138901,0.000171306,0.0001475,8723.099609,1327500
70,NEM,XEM,10-06-2018 23:59,0.000158665,0.000131811,0.000149367,0.000153236,4577.22998,1379124
71,NEM,XEM,11-06-2018 23:59,0.00015583,0.000141989,0.000153271,0.000148123,4653.120117,1333107
72,NEM,XEM,12-06-2018 23:59,0.000153923,0.000142011,0.000148123,0.000148042,3589.300049,1332378
73,NEM,XEM,13-06-2018 23:59,0.000155424,0.000146431,0.000148002,0.000155424,2980.439941,1398816
74,NEM,XEM,14-06-2018 23:59,0.000159066,0.000148587,0.00015545,0.000155252,2903.47998,1397268
75,NEM,XEM,15-06-2018 23:59,0.000164531,0.000147457,0.000155171,0.000147463,9550.290039,1327167
76,NEM,XEM,16-06-2018 23:59,0.000160788,0.00014402,0.000147427,0.000160432,6373.660156,1443888
77,NEM,XEM,17-06-2018 23:59,0.00018443,0.000154562,0.000160386,0.000160396,8667.910156,1443564
78,NEM,XEM,18-06-2018 23:59,0.000172472,0.000157833,0.000160489,0.000172472,3683.179932,1552248
79,NEM,XEM,19-06-2018 23:59,0.00017352,0.000154283,0.000172675,0.000154884,6742.709961,1393956
80,NEM,XEM,20-06-2018 23:59,0.000159909,0.000150484,0.000154602,0.000157959,1487.709961,1421631
81,NEM,XEM,21-06-2018 23:59,0.000161257,0.000152139,0.000157886,0.000160916,615.7329712,1448244
82,NEM,XEM,22-06-2018 23:59,0.000165606,0.000149053,0.000160932,0.000156295,4899.600098,1406655
83,NEM,XEM,23-06-2018 23:59,0.000169426,0.000154993,0.000156255,0.000157774,2517.850098,1419966
84,NEM,XEM,24-06-2018 23:59,0.000158548,0.000153658,0.000157765,0.000156123,1656.02002,1405107
85,NEM,XEM,25-06-2018 23:59,0.000159368,0.000153612,0.000156026,0.00015447,2790.580078,1390230
86,NEM,XEM,26-06-2018 23:59,0.000159509,0.000148406,0.000154346,0.000148406,3546.800049,1335654
87,NEM,XEM,27-06-2018 23:59,0.000158446,0.000145017,0.000148379,0.000156647,4042.899902,1409823
88,NEM,XEM,28-06-2018 23:59,0.000157772,0.000149306,0.000156625,0.000151967,1838.369995,1367703
89,NEM,XEM,29-06-2018 23:59,0.000156208,0.000146098,0.00015179,0.000149575,2007.400024,1346175
90,NEM,XEM,30-06-2018 23:59,0.000162728,0.00014774,0.000149559,0.000161351,5197.060059,1452159
91,NEM,XEM,01-07-2018 23:59,0.000162629,0.00014212,0.000161518,0.000142205,2224.419922,1279845
92,NEM,XEM,02-07-2018 23:59,0.000148894,0.000139949,0.000142167,0.000143382,1322.569946,1290438
93,NEM,XEM,03-07-2018 23:59,0.0001516,0.000137375,0.000143408,0.000143484,3872.620117,1291356
94,NEM,XEM,04-07-2018 23:59,0.000146467,0.000131687,0.00014357,0.000141074,1574.650024,1269666
95,NEM,XEM,05-07-2018 23:59,0.000143382,0.000121973,0.000140983,0.000128763,3717.01001,1158867
96,NEM,XEM,06-07-2018 23:59,0.000134285,0.000125951,0.000128381,0.000125951,520.7600098,1133559
97,NEM,XEM,07-07-2018 23:59,0.000146627,0.000124043,0.000125951,0.00014242,3976.909912,1281780
98,NEM,XEM,08-07-2018 23:59,0.000161605,0.000142299,0.000142299,0.000160682,2406.610107,1446138
99,NEM,XEM,09-07-2018 23:59,0.000160707,0.00014174,0.000160707,0.000144093,1678.280029,1296837
100,NEM,XEM,10-07-2018 23:59,0.000156507,0.000138182,0.000144054,0.000148875,3166.429932,1339875
101,NEM,XEM,11-07-2018 23:59,0.000177512,0.000141691,0.000144832,0.000161448,5422.299805,1453032
102,NEM,XEM,12-07-2018 23:59,0.000170289,0.000154103,0.000161453,0.000157466,3107.72998,1417194
103,NEM,XEM,13-07-2018 23:59,0.000176445,0.000151282,0.000157498,0.000157082,3228.540039,1413738
104,NEM,XEM,14-07-2018 23:59,0.000166213,0.000148023,0.000157041,0.000157687,970.3309937,1419183
105,NEM,XEM,15-07-2018 23:59,0.000160625,0.000147848,0.000157854,0.000148095,745.7849731,1332855
106,NEM,XEM,16-07-2018 23:59,0.000151484,0.000140853,0.000148206,0.000142169,1868.650024,1279521
107,NEM,XEM,17-07-2018 23:59,0.000150964,0.00014217,0.00014217,0.000148664,190.7920074,1337976
108,NEM,XEM,18-07-2018 23:59,0.000151994,0.000144221,0.000148589,0.000145734,782.7089844,1311606
109,NEM,XEM,19-07-2018 23:59,0.000150445,0.000144448,0.000145663,0.000147892,897.901001,1331028
110,NEM,XEM,20-07-2018 23:59,0.000171852,0.000143672,0.000144191,0.000148574,4445.75,1337166
111,NEM,XEM,21-07-2018 23:59,0.000150169,0.000144029,0.000148542,0.000148606,2176.689941,1337454
112,NEM,XEM,22-07-2018 23:59,0.000150516,0.000141362,0.000148606,0.000142235,1237.349976,1280115
113,NEM,XEM,23-07-2018 23:59,0.00015559,0.000142139,0.000142296,0.000146006,2965.379883,1314054
114,NEM,XEM,24-07-2018 23:59,0.000194302,0.000145601,0.000145983,0.000176848,20017.19922,1591632
115,NEM,XEM,25-07-2018 23:59,0.000201377,0.00017044,0.000175803,0.000183845,6331.290039,1654605
116,NEM,XEM,26-07-2018 23:59,0.000188578,0.00016878,0.000182085,0.000172878,3000.669922,1555902
117,NEM,XEM,27-07-2018 23:59,0.000179248,0.000163042,0.0001729,0.00016305,4905.279785,1467450
118,NEM,XEM,28-07-2018 23:59,0.00017462,0.000162385,0.000163042,0.000173644,3019.060059,1562796
119,NEM,XEM,29-07-2018 23:59,0.000173717,0.000156124,0.000173653,0.000161326,1294.390015,1451934
120,NEM,XEM,30-07-2018 23:59,0.00017132,0.00015973,0.000161326,0.000166347,1903.800049,1497123
121,NEM,XEM,31-07-2018 23:59,0.000169738,0.000158236,0.000166251,0.000163724,797.9160156,1473516
122,NEM,XEM,01-08-2018 23:59,0.000164798,0.000154407,0.000163745,0.000163723,1445.209961,1473507
123,NEM,XEM,02-08-2018 23:59,0.000164211,0.000153042,0.000162815,0.000153655,2565.02002,1382895
124,NEM,XEM,03-08-2018 23:59,0.000156788,0.000152136,0.00015365,0.000154016,2001.599976,1386144
125,NEM,XEM,04-08-2018 23:59,0.000157864,0.000146351,0.000154016,0.000148223,2832.580078,1334007
126,NEM,XEM,05-08-2018 23:59,0.000156859,0.000142756,0.000148294,0.000147959,4230.120117,1331631
127,NEM,XEM,06-08-2018 23:59,0.000147908,0.00014055,0.000147895,0.000140776,951.7230225,1266984
128,NEM,XEM,07-08-2018 23:59,0.000145916,0.000139987,0.000140724,0.000144814,1810.800049,1303326
129,NEM,XEM,08-08-2018 23:59,0.000146639,0.000135471,0.000144896,0.000135752,3307.320068,1221768
130,NEM,XEM,09-08-2018 23:59,0.000140432,0.000126195,0.000135933,0.000129512,8393.099609,1165608
131,NEM,XEM,10-08-2018 23:59,0.000139144,0.000129512,0.000129512,0.000135388,1267.949951,1218492
132,NEM,XEM,11-08-2018 23:59,0.000138636,0.000126428,0.000135357,0.000134829,3005.75,1213461
133,NEM,XEM,12-08-2018 23:59,0.000137615,0.000128392,0.000134878,0.000133309,5295.040039,1199781
134,NEM,XEM,13-08-2018 23:59,0.000132933,0.000120758,0.000127958,0.000123427,3420.320068,1110843
135,NEM,XEM,14-08-2018 23:59,0.000130223,0.00012079,0.000123427,0.00012079,1770.040039,1087110
136,NEM,XEM,15-08-2018 23:59,0.00012504,0.00011926,0.000120713,0.000119377,2058.080078,1074393
137,NEM,XEM,16-08-2018 23:59,0.000125972,0.000116756,0.00011953,0.000122533,2244.73999,1102797
138,NEM,XEM,17-08-2018 23:59,0.000126506,0.000118738,0.000122521,0.000118771,1510.890015,1068939
139,NEM,XEM,18-08-2018 23:59,0.000120675,9.22E-05,0.000118758,9.22E-05,2206.830078,829602.8999
140,NEM,XEM,19-08-2018 23:59,0.000110097,9.74E-05,9.86E-05,0.000100375,712.8439941,903374.9999
141,NEM,XEM,20-08-2018 23:59,0.000108983,0.00010034,0.000100358,0.000106063,147.7550049,954566.9999
142,NEM,XEM,21-08-2018 23:59,0.000106523,0.000100082,0.000106033,0.00010135,651.2360229,912149.9999
143,NEM,XEM,22-08-2018 23:59,0.00010197,9.40E-05,0.000101267,0.0001013,480.95401,911699.9999
144,NEM,XEM,23-08-2018 23:59,0.00010394,9.75E-05,0.000101241,9.82E-05,111.2789993,883842.2999
145,NEM,XEM,24-08-2018 23:59,9.96E-05,9.08E-05,9.81E-05,9.28E-05,1330.660034,835220.6999
146,NEM,XEM,25-08-2018 23:59,9.58E-05,8.56E-05,9.26E-05,8.63E-05,1987.800049,776467.7999
147,NEM,XEM,26-08-2018 23:59,9.37E-05,8.55E-05,8.62E-05,9.00E-05,1348.47998,809787.5999
148,NEM,XEM,27-08-2018 23:59,9.82E-05,8.80E-05,9.01E-05,9.67E-05,833.2999878,870577.1999
149,NEM,XEM,28-08-2018 23:59,9.81E-05,8.53E-05,9.81E-05,9.34E-05,1851.599976,840314.6999
150,NEM,XEM,29-08-2018 23:59,0.000104493,9.32E-05,9.33E-05,9.59E-05,435.7630005,862997.3999
151,NEM,XEM,30-08-2018 23:59,0.000104012,9.58E-05,9.59E-05,0.000103977,1192.73999,935792.9999
152,NEM,XEM,31-08-2018 23:59,0.000104319,9.40E-05,0.000104105,9.43E-05,588.1060181,848670.2999
153,NEM,XEM,01-09-2018 23:59,0.000104802,9.30E-05,9.42E-05,0.000100302,526.9899902,902717.9999
154,NEM,XEM,02-09-2018 23:59,0.000100335,8.80E-05,0.000100335,8.81E-05,897.4869995,792672.2999
155,NEM,XEM,03-09-2018 23:59,8.90E-05,8.31E-05,8.81E-05,8.90E-05,332.9519958,800916.2999
156,NEM,XEM,04-09-2018 23:59,9.67E-05,8.77E-05,8.90E-05,9.66E-05,232.5910034,869759.0999
157,NEM,XEM,05-09-2018 23:59,9.77E-05,8.50E-05,9.66E-05,8.57E-05,1098.890015,771435.8999
158,NEM,XEM,06-09-2018 23:59,9.64E-05,8.55E-05,8.57E-05,9.59E-05,901.8289795,863410.4999
159,NEM,XEM,07-09-2018 23:59,9.83E-05,9.38E-05,9.59E-05,9.60E-05,315.3559875,863927.9999
160,NEM,XEM,08-09-2018 23:59,0.000100643,9.39E-05,9.59E-05,9.94E-05,418.8609924,894469.4999
161,NEM,XEM,09-09-2018 23:59,9.94E-05,8.75E-05,9.94E-05,9.03E-05,1343.089966,812904.2999
162,NEM,XEM,10-09-2018 23:59,9.95E-05,8.72E-05,9.03E-05,9.11E-05,2545.25,819586.7999
163,NEM,XEM,11-09-2018 23:59,9.70E-05,8.96E-05,9.10E-05,9.43E-05,590.4940186,848987.0999
164,NEM,XEM,12-09-2018 23:59,9.64E-05,8.71E-05,9.43E-05,8.71E-05,232.9400024,783833.3999
165,NEM,XEM,13-09-2018 23:59,9.37E-05,8.54E-05,8.71E-05,9.01E-05,658.5939941,811037.6999
166,NEM,XEM,14-09-2018 23:59,9.06E-05,8.88E-05,9.00E-05,8.99E-05,94.94960022,809337.5999
167,NEM,XEM,15-09-2018 23:59,9.88E-05,7.93E-05,8.99E-05,9.86E-05,2995.379883,887416.1999
168,NEM,XEM,16-09-2018 23:59,0.000130688,8.84E-05,9.86E-05,0.000105994,10003.5,953945.9999
169,NEM,XEM,17-09-2018 23:59,0.000128439,0.000100663,0.000106006,0.000108202,5428.060059,973817.9999
170,NEM,XEM,18-09-2018 23:59,0.000112253,9.80E-05,0.000108203,0.000100284,1353.849976,902555.9999
171,NEM,XEM,19-09-2018 23:59,0.000106441,9.50E-05,0.000100262,0.000101842,1439.579956,916577.9999
172,NEM,XEM,20-09-2018 23:59,0.0001021,9.48E-05,0.000101845,9.97E-05,1249.589966,897632.0999
173,NEM,XEM,21-09-2018 23:59,0.000114218,9.42E-05,9.98E-05,0.000102013,3745.01001,918116.9999
174,NEM,XEM,22-09-2018 23:59,0.000131342,0.000100296,0.000102101,0.000129557,7599.370117,1166013
175,NEM,XEM,23-09-2018 23:59,0.000134046,0.000116591,0.000129575,0.000120158,1843.25,1081422
176,NEM,XEM,24-09-2018 23:59,0.00012525,0.000112452,0.000120149,0.00011631,987.4249878,1046790
177,NEM,XEM,25-09-2018 23:59,0.000135693,0.000116098,0.000116307,0.000134355,1853.079956,1209195
178,NEM,XEM,26-09-2018 23:59,0.000135736,0.000119822,0.000134319,0.00013121,2186.02002,1180890
179,NEM,XEM,27-09-2018 23:59,0.000137334,0.000126684,0.000131185,0.000130345,1635.959961,1173105
180,NEM,XEM,28-09-2018 23:59,0.00014444,0.000128632,0.000132078,0.000138741,1641.180054,1248669
181,NEM,XEM,29-09-2018 23:59,0.000167296,0.000121015,0.000138727,0.000148618,9727.700195,1337562
182,NEM,XEM,30-09-2018 23:59,0.00017053,0.000143557,0.000148705,0.000150986,5863.97998,1358874
183,NEM,XEM,01-10-2018 23:59,0.000188593,0.000150872,0.000150971,0.000175385,11660,1578465
184,NEM,XEM,02-10-2018 23:59,0.000183337,0.00013337,0.000174949,0.000148699,6645.27002,1338291
185,NEM,XEM,03-10-2018 23:59,0.000149587,0.000117421,0.00014871,0.000126856,5006.950195,1141704
186,NEM,XEM,04-10-2018 23:59,0.000129573,0.000112901,0.000126671,0.000121788,1783.300049,1096092
187,NEM,XEM,05-10-2018 23:59,0.000123515,0.000115071,0.000122008,0.000118937,1639.609985,1070433
188,NEM,XEM,06-10-2018 23:59,0.000125417,0.000109376,0.00011896,0.000123449,1029.98999,1111041
189,NEM,XEM,07-10-2018 23:59,0.000136934,0.000118141,0.000123458,0.000135902,1229.780029,1223118
190,NEM,XEM,08-10-2018 23:59,0.000136156,0.000107211,0.000135951,0.000118134,3948.830078,1063206
191,NEM,XEM,09-10-2018 23:59,0.000118824,0.000107619,0.000118134,0.000116978,1174.030029,1052802
192,NEM,XEM,10-10-2018 23:59,0.000117853,0.000110764,0.000116968,0.000112092,352.3710022,1008828
193,NEM,XEM,11-10-2018 23:59,0.000116931,0.000103782,0.000112118,0.000108612,1191.119995,977507.9999
194,NEM,XEM,12-10-2018 23:59,0.00012332,0.000108404,0.000108578,0.000117228,330.625,1055052
195,NEM,XEM,13-10-2018 23:59,0.000124044,0.000110541,0.000117221,0.00011864,1360.060059,1067760
196,NEM,XEM,14-10-2018 23:59,0.000129736,0.000114462,0.000118724,0.000115538,1191.540039,1039842
197,NEM,XEM,15-10-2018 23:59,0.000127967,0.00011041,0.000115497,0.000112708,2830.800049,1014372
198,NEM,XEM,16-10-2018 23:59,0.000121515,0.000110997,0.000112681,0.000116768,1008.940002,1050912
199,NEM,XEM,17-10-2018 23:59,0.000125249,0.000106457,0.000116885,0.000123834,3305.929932,1114506
200,NEM,XEM,18-10-2018 23:59,0.000129273,0.000120356,0.000123629,0.000123935,318.7390137,1115415
201,NEM,XEM,19-10-2018 23:59,0.00012593,0.000108201,0.000123914,0.00010829,946.382019,974609.9999
202,NEM,XEM,20-10-2018 23:59,0.0001236,0.000108278,0.000108278,0.000116947,716.9359741,1052523
203,NEM,XEM,21-10-2018 23:59,0.000117749,0.000111313,0.000116948,0.000117447,94.6230011,1057023
204,NEM,XEM,22-10-2018 23:59,0.000123368,0.000117297,0.000117297,0.000117968,280.0220032,1061712
205,NEM,XEM,23-10-2018 23:59,0.000124605,0.000113679,0.000118032,0.000118896,785.2940063,1070064
206,NEM,XEM,24-10-2018 23:59,0.000122834,0.000114948,0.000118889,0.000122834,638.7440186,1105506
207,NEM,XEM,25-10-2018 23:59,0.000131789,0.000117606,0.000122811,0.000118856,1355.959961,1069704
208,NEM,XEM,26-10-2018 23:59,0.000119651,0.000111906,0.000119092,0.000113534,549.9160156,1021806
209,NEM,XEM,27-10-2018 23:59,0.000122218,0.000112728,0.000113539,0.000117183,482.6319885,1054647
210,NEM,XEM,28-10-2018 23:59,0.000122477,0.00011062,0.000117201,0.000120148,833.447998,1081332
211,NEM,XEM,29-10-2018 23:59,0.000141856,0.000116517,0.000120053,0.000139536,1930.26001,1255824
212,NEM,XEM,30-10-2018 23:59,0.000158025,0.000132936,0.00013794,0.000157665,3174.389893,1418985
213,NEM,XEM,31-10-2018 23:59,0.000160137,0.000134001,0.000157668,0.00014486,529.5510254,1303740
214,NEM,XEM,01-11-2018 23:59,0.000170018,0.000136285,0.000136285,0.000149832,949.6140137,1348488
215,NEM,XEM,02-11-2018 23:59,0.000164361,0.00014055,0.000149838,0.000162414,418.6000061,1461726
216,NEM,XEM,03-11-2018 23:59,0.000181758,0.000128355,0.000162666,0.000171817,3720.340088,1546353
217,NEM,XEM,04-11-2018 23:59,0.000186561,0.000140248,0.00017279,0.00015068,1612.540039,1356120
218,NEM,XEM,05-11-2018 23:59,0.000174314,0.000132116,0.00015038,0.000151375,1455.030029,1362375
219,NEM,XEM,06-11-2018 23:59,0.000156453,0.000127214,0.000150874,0.000141658,217.2400055,1274922
220,NEM,XEM,07-11-2018 23:59,0.000164443,0.000139639,0.000141813,0.000164188,218.0469971,1477692
221,NEM,XEM,08-11-2018 23:59,0.000169467,0.000122666,0.000163997,0.000141272,483.6799927,1271448
222,NEM,XEM,09-11-2018 23:59,0.000156851,0.000137129,0.000142033,0.000152117,352.2980042,1369053
223,NEM,XEM,10-11-2018 23:59,0.000153245,0.000129007,0.000148586,0.000131957,398.3240051,1187613
224,NEM,XEM,11-11-2018 23:59,0.00013868,0.000114654,0.00013203,0.000126521,686.2230225,1138689
225,NEM,XEM,12-11-2018 23:59,0.00013783,0.000117141,0.000126557,0.000131636,707.5750122,1184724
226,NEM,XEM,13-11-2018 23:59,0.000132787,0.000118806,0.000131498,0.000127788,77.22319794,1150092
227,NEM,XEM,14-11-2018 23:59,0.00012833,0.000118378,0.000127788,0.000121006,112.3349991,1089054
228,NEM,XEM,15-11-2018 23:59,0.000138269,0.000103405,0.000127111,0.000112085,2260.159912,1008765
229,NEM,XEM,16-11-2018 23:59,0.000129412,9.53E-05,0.000111912,0.000129059,1355.089966,1161531
230,NEM,XEM,17-11-2018 23:59,0.000134835,8.40E-05,0.000129076,9.74E-05,6187.120117,876367.7999
231,NEM,XEM,18-11-2018 23:59,0.000119016,9.34E-05,0.000100314,0.000108788,3405.320068,979091.9999
232,NEM,XEM,19-11-2018 23:59,0.000119618,0.000102228,0.000108786,0.000111065,615.6560059,999584.9999
233,NEM,XEM,20-11-2018 23:59,0.000116578,0.000104414,0.000111097,0.00011343,69.05079651,1020870
234,NEM,XEM,21-11-2018 23:59,0.000113381,9.80E-05,0.000113381,0.000103232,777.9979858,929087.9999
235,NEM,XEM,22-11-2018 23:59,0.000116932,9.90E-05,0.00010332,9.98E-05,686.3640137,898010.9999
236,NEM,XEM,23-11-2018 23:59,0.000107015,9.98E-05,9.99E-05,0.000106133,92.20659637,955196.9999
237,NEM,XEM,24-11-2018 23:59,0.000106146,9.86E-05,0.000106146,9.97E-05,179.0460052,897114.5999
238,NEM,XEM,25-11-2018 23:59,0.000113267,9.95E-05,9.97E-05,0.000108232,772.2069702,974087.9999
239,NEM,XEM,26-11-2018 23:59,0.000115378,0.000101309,0.000108204,0.000111481,696.3989868,1003329
240,NEM,XEM,27-11-2018 23:59,0.000122292,8.74E-05,0.000111481,9.29E-05,1016.099976,836170.1999
241,NEM,XEM,28-11-2018 23:59,0.000113823,9.13E-05,9.26E-05,0.000106566,946.2340088,959093.9999
242,NEM,XEM,29-11-2018 23:59,0.000107236,9.06E-05,0.000106704,0.000103803,246.75,934226.9999
243,NEM,XEM,30-11-2018 23:59,0.000109018,0.000101508,0.000103768,0.000105637,223.9609985,950732.9999
244,NEM,XEM,01-12-2018 23:59,0.000135957,0.00010214,0.000105635,0.00011601,1860.449951,1044090
245,NEM,XEM,02-12-2018 23:59,0.000126799,9.18E-05,0.000116042,0.000102436,3449.090088,921923.9999
246,NEM,XEM,03-12-2018 23:59,0.000116576,9.71E-05,0.000102537,0.000108344,1770.810059,975095.9999
247,NEM,XEM,04-12-2018 23:59,0.000121815,0.000106933,0.00010832,0.00011757,1096.099976,1058130
248,NEM,XEM,05-12-2018 23:59,0.000126269,0.00011375,0.00011757,0.000118092,164.7890015,1062828
249,NEM,XEM,06-12-2018 23:59,0.000124785,9.85E-05,0.000119712,0.000104147,2132.550049,937322.9999
